cluster,id,lat,lon,area_km2,q99_mm_d,q99_std,q95_mm_d,q95_std,q90_mm_d,q90_std,q10_mm_d,q10_std,q5_mm_d,q5_std,q1_mm_d,q1_std,qmean_mm_yr,qmean_std
1,1539000,41.07814,-76.43106,701.78,11.725556,0.174444,4.90911,0.09422,3.182,0.070224,0.140666,0.041334,0.096666,0.041998,0.05689,0.04178,531.511778,0.756224
1,1439500,41.08815,-75.03767,305.88,13.40296333,0.187406667,6.134446667,0.131483333,4.176296667,0.105923333,0.23185,0.045553333,0.17074,0.04259,0.109256667,0.04889,691.4081433,1.258516667
2,11523200,41.11126,-122.70558,382.94,17.92889,0.345,9.725,0.19611,6.847775,0.15333,0.36833,0.10389,0.249445,0.092225,0.150555,0.080555,1051.834455,2.149445
6,4197170,41.11367,-83.16825,95.21,11.56556,0.23333,3.94667,0.19222,1.75778,0.09333,0.01556,0.06222,0.01,0.06778,0.00556,0.04111,309.72667,0.94333
6,5466500,41.18698,-90.96737,1151.57,9.749047143,0.238252857,2.925397143,0.145397143,1.503808571,0.096982857,0.024285714,0.05635,0.01365,0.063332857,0.005712857,0.052381429,289.3995214,1.244602857
6,5489000,41.219,-92.90853,964.76,10.13381,0.178888571,2.840635714,0.100477143,1.383491429,0.09127,0.042858571,0.049524286,0.026984286,0.049364286,0.01492,0.058732857,286.7857143,1.182697143
6,5487980,41.24688,-93.26607,882.73,9.062444,0.140666,2.482222,0.075556,1.166666,0.068002,0.037778,0.03578,0.02289,0.040446,0.01333,0.039998,256.792892,0.852666
2,11482500,41.29929,-124.05118,718.04,27.52049857,0.36034,12.01739286,0.241222857,7.623855714,0.226962857,0.167597143,0.115034286,0.113538571,0.107551429,0.08542,0.098775714,1071.816481,2.740181429
6,5488200,41.30055,-93.04548,234.21,11.67444,0.22444,3.35444,0.11333,1.67333,0.11556,0.05444,0.05667,0.03778,0.05444,0.02222,0.06889,327.66111,1.55667
1,1543500,41.31728,-78.10306,1778.26,12.33060636,0.173534545,5.440302727,0.095352727,3.635151818,0.081514545,0.171514545,0.045656364,0.114746364,0.050304545,0.071515455,0.044747273,582.0693936,0.891818182
1,1552000,41.32508,-76.91246,1129.49,10.91284,0.139135556,4.650246667,0.083827778,3.108888889,0.058765556,0.142098889,0.036417778,0.100741111,0.040988889,0.058392222,0.034567778,517.4212322,0.818888889
6,5556500,41.36587,-89.49843,505.09,9.064666,0.252444,2.984666,0.169112,1.59,0.077332,0.035334,0.056668,0.021554,0.05689,0.01,0.04911,287.500444,0.936224
2,11522500,41.37763,-123.47756,1943.12,22.32820615,0.428717692,10.35658231,0.256837692,7.052734615,0.239486923,0.286922308,0.111795385,0.194956154,0.108803077,0.123076923,0.092479231,1055.215554,2.401197692
1,1543000,41.4134,-78.19695,705.5,12.4972225,0.1822225,5.4433325,0.101945,3.6391675,0.088055,0.1683325,0.0502775,0.10722,0.054445,0.0677775,0.048335,582.3452775,0.95389
1,1550000,41.41841,-77.03275,452.68,9.47222,0.13074,3.935183333,0.082963333,2.626296667,0.060003333,0.117036667,0.036666667,0.082963333,0.036666667,0.0463,0.03222,451.98037,0.734073333
1,1549500,41.47368,-77.23081,97.49,9.75472,0.15111,4.0533325,0.0938875,2.665555,0.0672225,0.1169425,0.0413875,0.0802775,0.0419425,0.0447225,0.035555,453.9522225,0.830555
6,4185000,41.5045,-84.42967,1064,9.3358325,0.22624875,3.2765275,0.13305625,1.63027625,0.09486,0.02666625,0.06069375,0.01624875,0.0658325,0.00861125,0.0484725,269.8126388,1.140555
1,1548500,41.52174,-77.44748,1557.05,9.565126923,0.147777692,4.064443077,0.08547,2.725213846,0.069829231,0.125298462,0.042647692,0.085813077,0.044103077,0.05154,0.037777692,451.2370938,0.804272308
1,1542810,41.57895,-78.29251,13.62,12.36,0.17,5.506665,0.08278,3.67778,0.07111,0.167775,0.044445,0.113885,0.04611,0.065,0.04111,596.585555,0.805555
4,6632400,41.58525,-106.22279,162.99,6.04556,0.39222,3.46667,0.22667,1.81333,0.18778,0.12111,0.11889,0.08444,0.10667,0.06778,0.10667,249.47667,2.14222
1,3026500,41.63117,-78.57669,20.31,13.02296333,0.166666667,6.033703333,0.08037,4.126296667,0.069996667,0.21778,0.03889,0.157776667,0.03926,0.085183333,0.03037,662.9403667,0.834076667
1,1532000,41.70702,-76.48467,553.94,8.888146667,0.135183333,3.663333333,0.086663333,2.45889,0.06852,0.12074,0.03741,0.088146667,0.034443333,0.05111,0.035556667,422.7611067,0.694443333
1,3011800,41.76645,-78.71864,100.1,13.13444,0.18,6.14556,0.08111,4.13,0.07111,0.21333,0.04,0.15222,0.04222,0.08,0.03333,658.45112,0.84111
1,1516500,41.79091,-77.01469,31.48,8.06259,0.14074,3.314443333,0.093333333,2.199996667,0.069626667,0.111853333,0.04074,0.084446667,0.041483333,0.047036667,0.037776667,382.83185,0.73037
2,11532500,41.7915,-124.07619,1577.96,34.871557,0.367223,15.117335,0.262221,9.734111,0.220555,0.221334,0.113222,0.151888,0.096112,0.099666,0.103999,1537.270332,2.55111
6,5444000,41.90281,-89.69622,376.35,8.528335,0.180555,2.85778,0.200555,1.71778,0.07611,0.067775,0.067225,0.045,0.061665,0.02389,0.052225,316.539445,1.007775
1,1518862,41.92313,-77.53193,233.91,8.517775,0.11,3.71111,0.075,2.51278,0.067225,0.131665,0.041665,0.091665,0.03778,0.060555,0.03389,421.28278,0.64222
4,13161500,41.93324,-115.67453,986.13,2.00402875,0.32139,1.024445,0.15472125,0.5933325,0.171945,0.0526375,0.07180375,0.03514,0.0776375,0.03236,0.0659725,98.6241675,1.793335
1,3010655,41.96173,-78.19807,254.44,10.50666667,0.14148,4.570366667,0.075186667,3.080743333,0.063703333,0.144073333,0.04074,0.097406667,0.04333,0.057773333,0.03926,510.56074,0.59963
1,1187300,42.03732,-72.93899,53.92,14.35778,0.18222,6.65,0.11,4.37111,0.1,0.19,0.04889,0.14556,0.05111,0.07,0.03889,721.23888,0.91444
4,9210500,42.09605,-110.41656,398.31,4.661665,0.36111,2.42778,0.21,1.24667,0.183885,0.05111,0.085555,0.03833,0.09389,0.035,0.07667,172.057775,2.00722
4,9223000,42.11049,-110.70962,333.15,7.15167,0.284445,3.985555,0.207775,2.45278,0.19278,0.14222,0.07889,0.116115,0.07222,0.09889,0.065555,303.78611,1.797775
1,1415000,42.12009,-74.81849,85.63,12.76333,0.11444,5.59111,0.05444,3.76889,0.04667,0.16222,0.02778,0.10667,0.03556,0.06778,0.02333,625.75444,0.54222
1,4221000,42.12229,-77.95722,750.88,8.943335,0.11361,3.8838925,0.0744425,2.62111,0.0597225,0.14889,0.038055,0.11111,0.035555,0.065555,0.0297225,446.766945,0.621945
2,14400000,42.12344,-124.18731,702.63,37.059776,0.382666,15.646886,0.278886,9.812666,0.232222,0.193998,0.100666,0.125334,0.09089,0.082668,0.099112,1646.920004,2.866668
1,1423000,42.1662,-75.13989,859.68,11.86889,0.124165,5.2794475,0.0738875,3.6125,0.06,0.1775,0.0355575,0.1191675,0.0375025,0.078335,0.0291675,588.14833,0.5708325
1,1181000,42.23731,-72.89565,243.5,12.99556,0.21333,6.30556,0.12222,4.25444,0.1,0.26,0.04889,0.18556,0.06556,0.11,0.03778,695.28222,1.19444
1,1350000,42.31953,-74.43654,612.51,15.307112,0.15111,6.738,0.094666,4.553334,0.071778,0.224446,0.042888,0.153558,0.04311,0.101778,0.039112,741.719996,0.830226
6,6601000,42.32158,-96.48768,450.2,3.791113333,0.29222,0.83148,0.18926,0.51111,0.107406667,0.02148,0.063703333,0.01111,0.062593333,0,0.05926,112.66852,1.44889
1,4233000,42.39313,-76.54494,91.9,8.38556,0.13667,3.73667,0.08667,2.46444,0.04889,0.13889,0.03778,0.10222,0.03889,0.05556,0.03667,422.99555,0.84
1,4224775,42.53562,-77.70416,231.84,9.06889,0.13111,3.93222,0.08111,2.56556,0.05444,0.13778,0.03222,0.10222,0.04,0.05667,0.03,441.04111,0.84333
1,1510000,42.54118,-75.89964,382.99,12.88,0.153335,5.817225,0.078335,3.715,0.053335,0.18722,0.04611,0.13222,0.043335,0.071665,0.036665,612.40722,0.765555
1,1169000,42.63842,-72.72509,230.64,14.94222333,0.196296667,7.017036667,0.108146667,4.67704,0.08185,0.249256667,0.043333333,0.197403333,0.054443333,0.108146667,0.051113333,772.08445,1.074816667
1,1333000,42.70897,-73.19677,112.16,13.14333,0.21667,6.22667,0.12556,4.22333,0.12222,0.3,0.06,0.21778,0.06,0.13556,0.06222,681.14889,1.15222
6,5414000,42.7311,-90.64041,370.79,5.964446667,0.164443333,2.05741,0.104446667,1.292223333,0.07926,0.13889,0.052223333,0.11222,0.042963333,0.073333333,0.04222,275.87259,0.834813333
2,14309500,42.804,-123.61091,224.92,30.254445,0.298335,12.74111,0.17611,8.50889,0.163335,0.17278,0.089445,0.14333,0.07778,0.09389,0.07611,1268.012765,1.90778
5,6453600,42.81099,-98.17586,2101.42,1.985070625,0.28479125,0.443055625,0.13576375,0.1775,0.1384025,0.00305625,0.07631875,0.003055625,0.08132,0.00069375,0.057360625,46.06666625,1.62368125
1,4216418,42.86395,-78.28363,196.47,11.42889,0.30611,4.676115,0.128335,2.761665,0.138335,0.178885,0.095,0.151665,0.07,0.08111,0.084445,477.292225,1.479445
2,14325000,42.8915,-124.07065,443.07,34.3,0.291113333,15.20481667,0.207776667,9.954816667,0.155553333,0.192963333,0.087776667,0.157406667,0.077776667,0.112593333,0.082593333,1394.735923,1.72111
5,6464500,43.02889,-99.78067,2914.04,1.128836667,0.216878571,0.241799524,0.104867143,0.099999524,0.124602857,0.005237619,0.053703333,0.000317143,0.055767619,0.000264286,0.047512381,28.05481571,1.37973619
6,5458000,43.03328,-92.50354,776.76,7.335926667,0.222406667,2.54185,0.130926667,1.433888333,0.092961667,0.065738333,0.058888333,0.046296667,0.063148333,0.02889,0.05815,247.805,1.402036667
4,13023000,43.14278,-110.97667,1161.93,10.35555333,0.277406667,5.865556667,0.177776667,3.887593333,0.16722,0.255183333,0.083888333,0.218705,0.066481667,0.168333333,0.05426,491.6364817,1.66389
4,6224000,43.1769,-109.20291,484.86,8.990555,0.313335,4.73611,0.21222,2.81889,0.15833,0.130555,0.080555,0.12167,0.07667,0.09611,0.077225,388.00167,1.767775
6,4115265,43.24976,-84.98113,95.78,4.90556,0.20778,2.33222,0.11,1.49111,0.09889,0.19111,0.05,0.14889,0.06222,0.09778,0.05111,285.59445,1.15333
4,6221400,43.34551,-109.41014,227.88,9.32111,0.32889,5.30444,0.22333,3.52333,0.16556,0.11556,0.08222,0.11333,0.09444,0.08222,0.07,442.51445,1.95333
2,14316700,43.34984,-122.72894,587.9,24.889445,0.33611,11.425555,0.165555,8.2961125,0.16722,0.3025,0.0966675,0.2480575,0.0811075,0.185555,0.0763875,1189.68361,2.2944475
1,1078000,43.56646,-71.74786,222.46,12.217775,0.13389,5.657775,0.078885,3.700555,0.068335,0.195,0.046665,0.135,0.04778,0.080555,0.039445,598.380555,0.820555
7,5408000,43.57414,-90.64319,689.33,6.1424975,0.18389,2.2286125,0.111945,1.36222,0.0797225,0.115,0.0524975,0.0969425,0.059445,0.0552775,0.054445,281.28722,1.1397225
5,6450500,43.60139,-100.74986,4111.27,0.830153448,0.308926552,0.200881034,0.14069,0.104062069,0.156245517,0.008045862,0.070688966,0.003792414,0.066053103,0.00226069,0.054406207,26.42992345,1.494176552
1,1144000,43.71424,-72.41815,1790.24,14.42683692,0.170085385,6.861282308,0.119316154,4.430084615,0.107008462,0.256753077,0.054188462,0.193162308,0.053246923,0.113760769,0.055642308,709.9841877,1.113846923
2,14154500,43.73596,-122.8734,546.81,27.85259333,0.365926667,12.55111,0.1763,9.09111,0.176296667,0.299626667,0.091113333,0.25037,0.075926667,0.183703333,0.084446667,1327.479623,2.17148
5,6452000,43.74833,-99.55649,25791.04,0.939426413,0.272584511,0.183381413,0.135923859,0.103985435,0.147192174,0.003429402,0.06569413,0.001448641,0.066751033,0.000501087,0.056569946,23.06469201,1.475338315
5,6447000,43.7525,-101.52487,12849.71,0.817826413,0.276992826,0.157161522,0.142511848,0.103043261,0.150507283,0.003332826,0.069577174,0.001110652,0.067958913,0.000265435,0.058393696,20.60086935,1.580857717
6,6477500,43.7764,-98.24567,1512.44,1.860908182,0.235555455,0.360404545,0.152626364,0.134644545,0.101920909,0,0.05485,0,0.052222727,0,0.0501,33.92404091,1.246060909
4,6406000,43.82805,-103.19602,436.34,1.3930575,0.3002775,0.5041675,0.1391675,0.30111,0.1275,0.0199975,0.0730575,0.0108325,0.0927775,0.007775,0.0622225,54.0483325,1.599165
4,13011900,43.83806,-110.44111,851.8,10.36888857,0.292541429,6.169205714,0.173491429,4.288094286,0.150634286,0.284285714,0.069207143,0.264601429,0.069207143,0.214602857,0.069524286,545.4834929,1.775871429
4,13011500,43.85028,-110.51778,404.08,9.717225,0.34667,5.18,0.180555,3.436665,0.169445,0.344445,0.09222,0.29278,0.076665,0.25611,0.067225,517.19278,2.06056
4,6404000,43.87249,-103.33658,151.83,1.43778,0.29778,0.64556,0.15778,0.35222,0.11556,0.03222,0.07667,0.02,0.09333,0.01333,0.05667,68.89111,1.39333
1,4122500,43.94501,-86.27869,1769.19,5.0589825,0.25787,2.6904625,0.137315833,1.906110833,0.111018333,0.336018333,0.069906667,0.291111667,0.0795375,0.241481667,0.080370833,373.4650925,1.38361
5,6440200,43.96888,-101.76709,649.19,1.033778,0.288668,0.129778,0.131334,0.07378,0.147552,0.000444,0.066222,0.000222,0.067334,0,0.059332,13.924886,1.45911
4,6409000,44.01359,-103.83048,205.33,1.825,0.23556,1.045,0.13333,0.634445,0.12222,0.077225,0.06167,0.055,0.075,0.04111,0.062775,104.425555,1.39722
4,13235000,44.08528,-115.62222,1163.23,9.666666667,0.298395556,5.649505556,0.169013333,4.045186667,0.165678889,0.24284,0.090616667,0.234938889,0.079135556,0.18284,0.077653333,524.50901,1.849631111
4,6280300,44.20828,-109.55489,793.95,9.75889,0.35222,5.968888333,0.222961667,4.234258333,0.182036667,0.203888333,0.08037,0.186111667,0.084445,0.139075,0.079258333,535.9290717,2.460555
2,14306340,44.2479,-123.63649,14.73,38.6322225,0.270835,18.1627775,0.176945,12.063055,0.15639,0.24028,0.07278,0.1955575,0.0719425,0.15,0.06389,1718.795557,1.515
5,6441500,44.32665,-100.3843,8152.55,1.063199138,0.249407241,0.152835345,0.112030517,0.077491034,0.139807759,0.000669828,0.05645569,0.000191379,0.067682241,3.82759E-05,0.059769828,16.38821759,1.321111207
2,14158790,44.33457,-122.04701,40.57,26.6202775,0.284445,12.6036125,0.128055,9.4805525,0.150555,0.69389,0.064165,0.58361,0.0875,0.425,0.0669475,1574.605838,2.00028
2,14306500,44.38595,-123.83178,857.16,40.05889,0.30311,19.199778,0.184002,12.956442,0.16667,0.310222,0.076222,0.249334,0.07511,0.192224,0.071334,1845.1009,1.730666
1,1054200,44.39044,-70.97964,180.98,15.188335,0.238335,7.071665,0.15278,4.63889,0.107225,0.27833,0.07111,0.212225,0.07278,0.11222,0.05778,734.071105,1.72611
2,14185000,44.39179,-122.49758,458.18,33.16889,0.314446667,15.32296333,0.162593333,10.98777667,0.153333333,0.475183333,0.075926667,0.401853333,0.082963333,0.296296667,0.071483333,1714.126297,1.783333333
4,6431500,44.48248,-103.86159,427.1,2.033885,0.222775,1.288335,0.14278,0.827225,0.1,0.130555,0.05333,0.098335,0.067225,0.07722,0.066665,146.189995,1.019445
4,6278300,44.50802,-107.40369,58.85,7.8858325,0.2969475,4.2008325,0.15361,2.680555,0.124445,0.15389,0.059445,0.1383325,0.0586075,0.11611,0.06389,367.0475,1.739165
2,14185900,44.54012,-122.43591,258.2,38.14444667,0.398146667,17.73518667,0.204443333,12.38592667,0.15963,0.520743333,0.079626667,0.44,0.087406667,0.310736667,0.072963333,1919.981483,1.857776667
1,1055000,44.64275,-70.58878,250.64,15.23167,0.18833,7.148885,0.10611,4.727225,0.081115,0.23667,0.048885,0.19278,0.053885,0.10722,0.048335,730.611665,1.195555
4,6037500,44.65687,-111.06827,1126.25,6.708055,0.3369425,3.9206925,0.2145825,2.568055,0.18916625,0.5240275,0.10958375,0.47874875,0.1004175,0.4509725,0.08916625,471.9594412,2.37430625
2,14305500,44.71512,-123.88733,526.33,46.13389,0.4597225,20.9636125,0.3130575,15.7738875,0.241945,0.5197225,0.125555,0.3944425,0.115555,0.29583,0.106945,2364.414148,3.086945
6,5399500,44.82191,-90.07958,576.3,7.7511125,0.24111,2.6086125,0.1288875,1.43,0.11972,0.05639,0.0730525,0.0513875,0.0627775,0.0316675,0.0491675,256.98639,1.5541675
1,4296000,44.86894,-72.2701,302.19,12.920555,0.148335,6.50833,0.09389,4.223885,0.110555,0.330555,0.045,0.265555,0.052775,0.15278,0.04611,702.77111,0.801665
1,1047000,44.8692,-69.9551,909.1,14.20425833,0.174073333,6.865368333,0.094073333,4.450925,0.072036667,0.220185,0.044073333,0.17537,0.054443333,0.100926667,0.045,682.4314783,0.997778333
2,13240000,44.91361,-115.99722,125.57,11.75667,0.30111,6.96333,0.15556,4.89,0.13111,0.24,0.06778,0.20778,0.07,0.16667,0.06556,622.07222,1.84
4,6188000,44.92772,-110.39381,1730.28,7.476222,0.296666,4.210335,0.172,2.972888,0.157445,0.173666,0.070667,0.176778,0.077222,0.112667,0.06778,387.312668,2.010223
2,13313000,44.96167,-115.5,561.94,9.831112,0.294,5.933334,0.186,3.861332,0.154444,0.236666,0.083776,0.221112,0.073556,0.179334,0.076446,511.736448,2.079112
2,13310700,44.98694,-115.725,853.13,9.484631667,0.268333333,5.54111,0.177961667,3.897591667,0.151296667,0.236296667,0.07426,0.206111667,0.073705,0.169815,0.075371667,489.8333383,1.706481667
4,6289000,45.00691,-107.61509,471.27,5.96139,0.278055,3.1402775,0.1747225,2.0727775,0.1394475,0.141665,0.07861,0.1327775,0.0777775,0.1041675,0.0777775,274.9597225,1.805
4,6191500,45.11188,-110.79438,6783.59,7.980297805,0.305799268,4.643143659,0.188536341,3.203712683,0.161029512,0.248618293,0.082493415,0.232737073,0.081653171,0.183279756,0.071789024,438.0886724,2.044200976
4,6291500,45.12644,-107.60054,217.96,1.84444,0.33333,0.61667,0.18111,0.43,0.14111,0.01333,0.08889,0.01,0.07222,0.00778,0.06556,46.38778,1.58333
1,1031500,45.17501,-69.3147,769.05,12.590666,0.185112,6.480886,0.096666,4.206222,0.068222,0.221776,0.042446,0.172224,0.049554,0.102446,0.04111,648.86778,0.91489
6,6479215,45.1808,-97.18619,175.28,1.885555,0.154445,0.41389,0.09722,0.201665,0.072775,0.00111,0.054445,0,0.060555,0,0.044445,40.79889,1.191665
1,4074950,45.18997,-88.73344,1205.53,5.458272222,0.192221111,2.609754444,0.10753,1.861605556,0.084937778,0.224445556,0.05358,0.185676667,0.061728889,0.124567778,0.052717778,312.0953089,1.079135556
5,6360500,45.25582,-100.84292,12654.96,1.21337033,0.27304011,0.179548132,0.14264956,0.06159956,0.138302747,0.000573297,0.077081978,6.0989E-05,0.070158462,4.87912E-05,0.060427473,18.33269857,1.423614615
6,5291000,45.29163,-96.48756,1046.78,2.603494286,0.167937143,0.544604286,0.103174286,0.233492857,0.069362857,0,0.05492,0,0.046507143,0,0.048254286,50.19682571,1.173015714
1,5362000,45.30803,-90.95652,1477.29,8.127172727,0.289395455,3.668484545,0.124243636,2.070302727,0.118182727,0.073332727,0.0599,0.053637273,0.05394,0.028382727,0.069596364,304.1670727,1.604140909
2,14303200,45.32428,-123.5465,8.06,42.92111,0.31333,19.73556,0.20889,14.87778,0.20889,0.40778,0.08333,0.36,0.09222,0.26444,0.06889,2060.97778,1.93333
2,14137000,45.39956,-122.13731,674.24,29.53518333,0.313703333,14.32,0.162963333,10.64444333,0.15074,0.997776667,0.075186667,0.843336667,0.079626667,0.566296667,0.074073333,1870.002217,1.93
2,14141500,45.4154,-122.17148,59.87,31.49074,0.333703333,14.82555667,0.183333333,10.69333333,0.145186667,0.65,0.081113333,0.54074,0.066296667,0.39815,0.08074,1794.2737,2.167776667
2,14139800,45.44456,-122.10953,40.7,33.175,0.302775,15.329445,0.156665,11.110555,0.139445,0.743335,0.06889,0.62389,0.065,0.461115,0.06722,1899.78222,2.035
2,14138900,45.49429,-122.03592,21.68,32.87962667,0.383703333,15.84777667,0.22037,11.46148,0.187776667,0.722223333,0.093703333,0.544443333,0.082963333,0.403703333,0.104443333,1971.11926,2.352223333
4,6043500,45.49743,-111.27051,2120.42,7.71632,0.284304375,4.46333375,0.16583375,2.8045825,0.149584375,0.164028125,0.08118,0.14444375,0.07999875,0.113194375,0.075069375,373.2914581,1.673541875
1,1030500,45.50097,-68.30596,3676.17,13.4784436,0.2298664,6.6732448,0.1434664,3.949644,0.1310212,0.2154224,0.084088,0.1570664,0.0828448,0.106444,0.0764004,657.2775084,1.3834212
2,13331500,45.61987,-117.72659,618.93,9.142888,0.321334,5.266444,0.247112,3.791112,0.182446,0.318888,0.1,0.26978,0.10089,0.217778,0.084222,536.952446,2.244222
2,14301000,45.704,-123.7554,1743.54,33.02111,0.418633077,16.41136923,0.272307692,11.74487231,0.230598462,0.366069231,0.113676154,0.264187692,0.110256154,0.19171,0.111795385,1701.546161,2.511366923
2,14020000,45.71958,-118.32329,341.43,7.890555,0.38722,3.998335,0.18722,2.67333,0.17111,0.29,0.122225,0.224445,0.09,0.150555,0.101115,458.042785,2.47
1,4059500,45.75552,-87.20152,1184.37,5.1063875,0.3009725,2.58291625,0.15541625,1.574445,0.136805,0.17041625,0.09444625,0.15013875,0.08791625,0.09555625,0.085695,269.2075,1.484585
2,14222500,45.83678,-122.46621,323.89,41.67,0.40722,19.03278,0.249445,14.524445,0.17667,0.615,0.107225,0.51167,0.075555,0.37611,0.098335,2241.304435,2.28889
1,4056500,46.03053,-86.16125,2945.89,6.2764995,0.350834,3.176278,0.216722,2.023167,0.1645565,0.180999,0.096277,0.176056,0.082111,0.1217785,0.0977225,348.801945,1.8193885
2,14216500,46.07567,-121.9987,349.52,28.60925667,0.44,14.52815,0.273703333,11.14629667,0.270003333,0.947406667,0.11889,0.73111,0.117776667,0.533703333,0.104073333,1911.538897,3.15148
2,13338500,46.08639,-115.97667,3027,7.955000833,0.37291625,4.368010417,0.229445417,3.29087875,0.2020375,0.2107875,0.100417083,0.195139167,0.107268333,0.1452775,0.089769583,422.2818054,2.1002775
5,6353000,46.09167,-101.33374,4526.51,1.005016061,0.141144848,0.18831697,0.090572727,0.08757697,0.08525303,0.002389697,0.045925758,3.36364E-05,0.048652424,6.72727E-05,0.044882424,18.68030212,1.022154545
2,13337000,46.15083,-115.58722,3053.42,9.845454091,0.406919545,5.586819545,0.276718182,4.359696818,0.235403182,0.303535455,0.105655455,0.227424091,0.108939545,0.187929091,0.091313636,616.4165164,2.519242273
5,6352000,46.15417,-102.47405,1441.83,0.8725925,0.130463333,0.195000833,0.079629167,0.077315833,0.076851667,0.004629167,0.042591667,0,0.0400925,0,0.040278333,19.38629583,0.985925833
2,12010000,46.37399,-123.74348,142.18,39.04778,0.36444,19.07,0.23333,13.90667,0.15222,0.51222,0.10222,0.38556,0.09,0.28778,0.07778,2088.19223,2.03111
5,6354000,46.37611,-100.93444,10598.19,1.028628571,0.141991299,0.193896234,0.086536104,0.094935714,0.086955455,0.00162974,0.044718312,8.64935E-05,0.047402208,7.20779E-05,0.043001558,19.33946571,1.014992468
5,6350000,46.42667,-102.55183,1501.05,0.939597273,0.115353636,0.194241818,0.074240909,0.077879091,0.076464545,0.002826364,0.039798182,0,0.040706364,0,0.037980909,19.09687,0.943433636
2,13340000,46.47833,-116.2575,14268.92,8.997435865,0.391998077,4.983270096,0.261934038,3.808258269,0.225886538,0.260865769,0.103546731,0.210448846,0.105363077,0.171153846,0.091474712,531.0076283,2.242777596
1,4040500,46.58411,-88.57597,419.83,6.814445,0.194445,3.329445,0.111665,2.29167,0.099445,0.29889,0.049445,0.25389,0.06722,0.173335,0.05722,401.57167,0.795555
2,14236200,46.59538,-122.45956,360.99,33.069445,0.274445,16.78111,0.17,12.061665,0.139445,0.51,0.081665,0.41667,0.070555,0.318335,0.07,1852.587775,1.59389
2,12020000,46.61732,-123.27764,294.22,37.773885,0.35389,18.273335,0.22222,13.50389,0.160555,0.58444,0.085,0.44722,0.06889,0.33333,0.072225,1999.293335,2.01167
1,12025000,46.6201,-122.94513,404.9,24.6941675,0.406945,11.539165,0.2361125,7.8800025,0.14389,0.2833325,0.0969425,0.214445,0.080835,0.1630575,0.0788875,1251.71305,2.16722
1,4024430,46.63327,-92.09408,1091.25,6.41458375,0.2422225,2.8473625,0.1172225,1.667915,0.1002775,0.089585,0.05819625,0.06722375,0.06847125,0.04013875,0.06472125,267.7144437,1.09194375
2,12013500,46.65093,-123.65266,337.69,37.04889,0.39167,18.295,0.223335,13.64722,0.15889,0.588335,0.090555,0.433335,0.071665,0.335555,0.07889,2030.31111,1.980555
2,13340600,46.84047,-115.6207,3354.62,10.2147225,0.352540357,6.233928929,0.248095357,4.789405357,0.208968929,0.356587857,0.088968571,0.294285357,0.094246071,0.23008,0.091230357,693.9764321,2.250911786
2,12092000,46.90372,-122.03511,240.88,30.34778,0.35222,15.37667,0.20667,11.91,0.21556,1.19556,0.08778,0.95222,0.09667,0.68444,0.10222,2096.97447,2.19111
1,4015330,46.94688,-91.7924,224.35,8.15556,0.21333,3.41556,0.08778,2.08111,0.09444,0.10222,0.04333,0.06889,0.05889,0.03778,0.04222,334.38444,0.92556
2,12488500,46.97762,-121.1687,205.17,13.60389,0.345555,8.396115,0.19833,7.281665,0.20611,1.10778,0.10333,0.844445,0.08889,0.617775,0.08722,1120.597215,1.892775
2,12035000,47.00065,-123.49488,769.9,34.88352,0.413705,17.30185,0.28611,12.33240667,0.23648,0.473703333,0.109443333,0.373333333,0.104441667,0.244443333,0.108703333,1763.147953,2.74926
5,6344600,47.02779,-103.05324,402.5,0.89611,0.12111,0.18278,0.085555,0.075,0.07611,0.00222,0.04389,0,0.045555,0,0.04,18.290555,1.098885
2,12383500,47.14743,-113.97427,17.67,9.914445,0.3,5.81722,0.223335,4.125555,0.17,0.345555,0.07722,0.30667,0.06611,0.252775,0.06889,565.630555,1.99722
5,6339500,47.15445,-102.05989,3171.46,1.22627913,0.13859913,0.215940435,0.08603913,0.104107391,0.083574783,0,0.041933043,0,0.042222174,4.82609E-05,0.036038261,21.89125522,1.002223043
2,12381400,47.19549,-113.85065,150.95,11.63222,0.29556,6.61667,0.22889,4.52,0.19222,0.38111,0.07,0.31444,0.06778,0.26667,0.06889,645.16666,2.21778
1,4043050,47.22854,-88.38539,76.62,1.634603571,0.187302143,0.387460714,0.09873,0.119047143,0.081507857,0,0.05762,0,0.038492143,0,0.046667857,28.30738071,1.188888571
6,5057200,47.22916,-98.12482,1897.33,9.92333,0.28,4.31444,0.20222,2.45556,0.15444,0.19889,0.07778,0.19111,0.07444,0.12778,0.08,429.77445,1.39667
5,6339100,47.23613,-102.76991,529.14,1.304073333,0.157406667,0.237776667,0.09222,0.12963,0.094813333,0,0.042963333,0,0.042223333,0,0.04111,22.59222333,1.07963
6,5062500,47.26663,-96.24478,2407.05,3.517098333,0.254506111,1.322777778,0.16105,0.753209444,0.114073889,0.024505,0.078580556,0.021851667,0.075431111,0.012283889,0.063271111,121.48321,1.377715556
2,12414500,47.27464,-116.18905,2678.97,12.30065412,0.311765294,7.478562941,0.208757647,5.388365882,0.187645882,0.342744118,0.08366,0.306144706,0.081371765,0.226667647,0.089999412,760.7594771,1.941111765
2,12377150,47.32299,-113.97955,32.18,14.21556,0.36222,7.89556,0.25444,6.22778,0.19111,0.42889,0.08556,0.39333,0.09667,0.31778,0.07778,868.38,2.52444
